Mstar (Msun),Age log(years),Age (Myr),Teff (K),log(L/Lsun),logg (g/cm^3),Rstar (Rsun)
0.17,6.779842,6.023404097,3185,-1.389,4.023,0.664
0.17,6.791684,6.189905232,3186,-1.398,4.033,0.657
0.17,6.803564,6.361565454,3186,-1.407,4.042,0.65
0.17,6.809517,6.449365647,3187,-1.411,4.047,0.647
0.17,6.82145,6.629030237,3188,-1.42,4.056,0.64
0.17,6.83342,6.814280395,3188,-1.429,4.065,0.633
0.17,6.839418,6.909044661,3189,-1.434,4.07,0.629
0.17,6.851444,7.103035742,3189,-1.443,4.079,0.623
0.17,6.863505,7.303062208,3190,-1.452,4.089,0.616
0.17,6.869549,7.405408155,3190,-1.456,4.094,0.613
0.17,6.881664,7.614896414,3191,-1.465,4.103,0.606
0.17,6.893816,7.83097793,3192,-1.474,4.112,0.6
0.17,6.899904,7.941526693,3192,-1.479,4.117,0.596
0.17,6.912108,8.167854637,3192,-1.488,4.126,0.59
0.17,6.924346,8.401290461,3193,-1.497,4.136,0.584
0.17,6.930479,8.520773088,3193,-1.502,4.14,0.581
0.17,6.942769,8.765344709,3194,-1.511,4.15,0.574
0.17,6.955095,9.017683739,3195,-1.52,4.159,0.568
0.17,6.96127,9.146817205,3195,-1.524,4.164,0.565
0.17,6.973646,9.411221609,3195,-1.533,4.173,0.559
0.17,6.979846,9.546540075,3196,-1.538,4.178,0.556
0.17,6.992269,9.823562215,3196,-1.547,4.187,0.55
0.17,7.004721,10.10929803,3197,-1.556,4.196,0.544
0.17,7.010957,10.2555038,3197,-1.56,4.201,0.541
0.17,7.02345,10.5547998,3198,-1.569,4.21,0.536
0.17,7.029708,10.70799106,3198,-1.574,4.215,0.533
0.17,7.042233,11.02130447,3199,-1.582,4.224,0.527
0.17,7.054782,11.34441225,3199,-1.591,4.234,0.521
0.17,7.06106,11.50959389,3200,-1.596,4.238,0.519
0.17,7.073627,11.84750771,3200,-1.605,4.247,0.513
0.17,7.079915,12.02029151,3201,-1.609,4.252,0.51
0.17,7.092507,12.37391134,3201,-1.618,4.261,0.505
0.17,7.105101,12.73799283,3202,-1.627,4.271,0.5
0.17,7.111404,12.92420982,3202,-1.632,4.275,0.497
0.17,7.124008,13.30478926,3203,-1.641,4.285,0.492
0.17,7.130314,13.49938551,3203,-1.645,4.289,0.489
0.17,7.142927,13.89719016,3203,-1.654,4.299,0.484
0.17,7.149235,14.10051582,3204,-1.659,4.303,0.481
0.17,7.161856,14.51630217,3204,-1.668,4.312,0.476
0.17,7.174478,14.94438337,3205,-1.677,4.322,0.471
0.17,7.180791,15.16320477,3205,-1.681,4.326,0.469
0.17,7.19342,15.61061453,3206,-1.69,4.335,0.464
0.17,7.199736,15.83930056,3207,-1.694,4.34,0.461
0.17,7.212377,16.30710997,3207,-1.703,4.349,0.456
0.17,7.225025,16.78900661,3208,-1.712,4.358,0.452
0.17,7.231355,17.03550452,3209,-1.716,4.363,0.449
0.17,7.244017,17.53949157,3210,-1.725,4.372,0.444
0.17,7.250357,17.79741797,3210,-1.729,4.377,0.442
0.17,7.263039,18.32478973,3211,-1.738,4.386,0.437
0.17,7.269387,18.59460683,3212,-1.742,4.391,0.435
0.17,7.282094,19.14670297,3213,-1.751,4.4,0.431
0.17,7.294821,19.71609944,3214,-1.759,4.409,0.426
0.17,7.300678,19.98379657,3215,-1.763,4.413,0.424
0.17,7.31061,20.44607738,3216,-1.77,4.421,0.42
0.17,7.322511,21.01410994,3217,-1.777,4.429,0.416
0.17,7.329095,21.33511558,3218,-1.782,4.434,0.414
0.17,7.340107,21.88300704,3219,-1.789,4.442,0.41
0.17,7.349122,22.34199756,3221,-1.795,4.449,0.407
0.17,7.360186,22.91848998,3222,-1.802,4.457,0.403
0.17,7.369257,23.40221689,3223,-1.808,4.463,0.4
0.17,7.379275,23.9483171,3225,-1.815,4.47,0.397
0.17,7.38954,24.52110291,3226,-1.821,4.478,0.394
0.17,7.399637,25.09787778,3228,-1.828,4.485,0.39
0.17,7.409356,25.66587058,3230,-1.834,4.492,0.387
0.17,7.419129,26.2499814,3231,-1.84,4.499,0.384
0.17,7.429108,26.86012318,3231,-1.847,4.507,0.381
0.17,7.43929,27.49729671,3231,-1.855,4.514,0.378
0.17,7.449008,28.11952628,3231,-1.862,4.521,0.375
